1	2	86.02
2	1	-35.36
1	3	61.13
3	1	-11.12
1	4	76.5
4	1	-69.7
1	5	986.5
5	1	156.4
1	6	697.2
6	1	16.51
1	7	1318
7	1	300
1	8	1333
8	1	275.8
1	9	476.4
9	1	26.76
1	10	677
10	1	505.7
1	11	232.1
11	1	114.8
1	12	507
12	1	329.3
1	13	251.5
13	1	83.36
1	14	391.5
14	1	-30.48
1	15	255.7
15	1	65.33
1	16	206.6
16	1	-83.98
1	17	920.7
17	1	1139
1	18	287.77
18	1	-101.56
1	19	597
19	1	24.82
1	20	663.5
20	1	315.3
1	21	35.93
21	1	91.46
1	22	53.76
22	1	34.01
1	23	24.9
23	1	36.7
1	24	104.3
24	1	-78.45
1	25	11.44
25	1	106.8
1	26	661.5
26	1	-32.69
1	27	543
27	1	5541
1	28	153.6
28	1	-52.65
1	29	184.4
29	1	-7.481
1	30	354.55
30	1	-25.31
1	31	3025
31	1	139.93
1	32	335.8
32	1	128
1	33	479.5
33	1	-31.52
1	34	298.9
34	1	-72.88
1	35	526.5
35	1	50.49
1	36	689
36	1	-165.9
1	37	-4.189
37	1	47.41
1	38	125.8
38	1	-5.132
1	39	485.3
39	1	-31.95
1	40	-2.859
40	1	147.3
1	41	387.1
41	1	529
1	42	-450.4
42	1	-34.36
1	43	252.7
43	1	110.2
1	44	220.3
44	1	13.89
1	45	-5.869
45	1	30.74
1	46	390.9
46	1	27.97
1	47	553.3
47	1	-11.92
1	48	187
48	1	39.93
1	49	216.1
49	1	-23.61
1	50	92.99
50	1	-8.479
1	51	699.13
51	1	456.19
1	55	808.59
55	1	245.21
1	84	-1243
84	1	125.36
1	85	637.65
85	1	221.56
2	3	38.81
3	2	3.446
2	4	74.15
4	2	-113.6
2	5	524.1
5	2	457
2	6	787.6
6	2	-12.52
2	7	270.6
7	2	496.1
2	8	526.1
8	2	217.5
2	9	182.6
9	2	42.92
2	10	448.75
10	2	56.3
2	11	37.85
11	2	132.1
2	12	333.5
12	2	110.4
2	13	214.5
13	2	26.51
2	14	240.9
14	2	1.163
2	15	163.9
15	2	-28.7
2	16	61.11
16	2	-25.38
2	17	749.3
17	2	2000
2	18	280.5
18	2	-47.63
2	19	336.9
19	2	-40.62
2	20	318.9
20	2	1264
2	21	-36.87
21	2	40.25
2	22	58.55
22	2	-23.5
2	23	-13.99
23	2	51.06
2	24	-109.7
24	2	160.9
2	25	100.1
25	2	70.32
2	26	357.5
26	2	-1.996
2	28	76.3
28	2	16.623
2	30	262.9
30	2	82.64
2	33	183.8
33	2	174.6
2	34	31.14
34	2	41.38
2	35	179
35	2	64.07
2	36	-52.87
36	2	573
2	37	-66.46
37	2	124.2
2	38	359.3
38	2	-131.7
2	39	-70.45
39	2	249
2	40	449.4
40	2	62.4
2	41	48.33
41	2	1397
2	44	86.46
44	2	-16.11
2	46	200.2
46	2	9.755
