1	2	257.05	-0.1011	0	277.59	576.96
2	1	-125.99	-0.1271	0	277.59	576.96
1	3	137.14	-0.32	0.0012503	178.59	463.11
3	1	65.28	-0.4342	-0.000194	178.59	463.11
1	4	-22.55	-0.4158	6.3473E-05	157.17	553.13
4	1	169.14	-0.3624	0.00093857	157.17	553.13
1	5	3119.2	-6.073	0.0023986	202.71	503.15
5	1	1857.23	-8.7982	0.010757	202.71	503.15
1	6	1037.92	0.816	0	263.15	423.09
6	1	94.61	-0.5052	0	263.15	423.09
1	7	1391.3	-3.6156	0.001144	273.15	548.1
7	1	-17.25	0.8389	0.0009021	273.15	548.1
1	8	1070.74	-0.7685	0	281.35	483.43
8	1	2597.16	-4.8864	0	281.35	483.43
1	9	175.24	1.1209	0	233.2	476.65
9	1	282.42	-1.2006	0	233.2	476.65
1	10	864.14	0	0	273.15	423.15
10	1	569.78	0	0	273.15	423.15
1	11	113.19	1.8837	-0.0038391	278.15	433.02
11	1	737	-3.0713	0.0031041	278.15	433.02
1	12	521.38	-0.5881	0.0003446	223.5	440.92
12	1	237.35	-0.7084	-0.00019047	223.5	440.92
1	13	204.31	-0.5302	0	266.52	423.15
13	1	-0.39	0.3745	0	266.52	423.15
1	14	-178.35	5.0636	-0.010134	218.15	373.15
14	1	316.72	-2.6579	0.0033917	218.15	373.15
1	15	799.62	-1.7341	0	223.15	442.1
15	1	-37.73	-0.1101	0	223.15	442.1
1	16	-664.03	2.5482	0.0015386	293.15	359.28
16	1	542.7	-0.2562	-0.0060572	293.15	359.28
1	17	-5103.18	39.2626	-0.059394	273.15	456.33
17	1	11279.3	-56.4842	0.071276	273.15	456.33
1	18	941.53	-5.9816	0.010003	273.15	465.82
18	1	180.43	0.3212	-0.0033627	273.15	465.82
1	19	732.9	0.0947	0	141.11	393.07
19	1	92.68	-0.7171	0	141.11	393.07
1	20	1443.33	-4.902	0.011595	289.15	542.9
20	1	1874.82	-5.2344	0.00082871	289.15	542.9
1	21	267.83	0.1764	0	271.75	400.15
21	1	26.22	-0.4867	0	271.75	400.15
1	22	-216.89	1.0618	0	288.15	438.65
22	1	314.21	-1.0927	0	288.15	438.65
1	23	-699.6	5.4279	-0.009189	223.76	412.95
23	1	1042.84	-6.849	0.010254	223.76	412.95
1	24	257.36	-1.6832	0.0033128	205.16	396.72
24	1	-153.06	1.1513	-0.002505	205.16	396.72
1	25	2672.92	-16.8364	0	283.09	473.16
25	1	2557.77	-6.9014	0	283.09	473.16
1	26	2330.94	-13.2964	0.021997	293.15	398.75
26	1	-374.74	2.987	-0.0061657	293.15	398.75
1	27	3019.92	-2.8981	0	245.64	462.65
27	1	952.1	-3.8152	0	245.64	462.65
1	28	40.27	1.325	0	290.14	358.3
28	1	67.17	-1.0682	0	290.14	358.3
1	29	471.83	-0.7861	0	223.16	413.15
29	1	-61.6	-0.0541	0	223.16	413.15
1	30	719.02	0.9195	0	293.15	437.51
30	1	211.34	-1.1229	0	293.15	437.51
1	31	972.55	-0.3917	0	291.25	470.71
31	1	-241.49	0.2582	0	291.25	470.71
1	32	500.72	-0.1323	0	293.1	367.05
32	1	231.2	-0.9521	0	293.1	367.05
1	33	178.26	1.7971	-0.0030227	130.65	393.35
33	1	137.44	-1.7559	0.0020405	130.65	393.35
1	34	497.24	-0.9034	0	231.94	428.71
34	1	22.42	0.023	0	231.94	428.71
1	35	-498.67	3.6653	0	283.15	393.35
35	1	460.82	-2.1701	0	283.15	393.35
1	36	1465.58	-0.9806	0	298.35	393.07
36	1	157.11	-1.1171	0	298.35	393.07
1	37	-106.73	-0.2841	0	259.05	358.02
37	1	120.32	0.711	0	259.05	358.02
1	38	663.28	-1.8417	-0.00015867	298.14	370.3
38	1	-165.35	-0.3578	0.0015565	298.14	370.3
1	39	-69.75	2.2727	-0.0014881	273.1	425.85
39	1	-211.89	1.5162	-0.0037412	273.1	425.85
1	40	9.24	-0.5011	-0.00016331	243.82	393.31
40	1	137.58	0.4602	0.00019504	243.82	393.31
1	41	980.87	-2.718	0	263.15	407.57
41	1	338.63	-0.3346	0	263.15	407.57
1	42	-183.15	0.9362	-0.0021157	273.15	503.11
42	1	287.64	-1.5321	0.0031384	273.15	503.11
1	43	31.36	0.7889	-0.0020935	250.06	413.21
43	1	213.49	-1.3497	0.002315	250.06	413.21
1	44	-1576.18	6.6648	0	292.98	444.31
44	1	803.79	-2.2809	0	292.98	444.31
1	45	156.66	-0.1689	0	289.15	367.05
45	1	-44.1	-0.0324	0	289.15	367.05
1	46	486.51	-1.6797	0	253.11	463.8
46	1	-108.75	1.483	0	253.11	463.8
1	47	1793.04	0.2714	0	297.1	413.49
47	1	186.18	-0.9358	0	297.1	413.49
1	48	1558.71	-6.2609	0.008895	273.1	333.63
48	1	96.82	-0.2297	-0.0019236	273.1	333.63
1	49	-927.47	7.1798	-0.0086758	297.1	363.15
49	1	243.79	-1.2401	0.00030939	297.1	363.15
1	51	-432.51	0.8544	0	313.34	399.12
51	1	-125.13	0.9312	0	313.34	399.12
1	52	-1254.22	4.741	0	303.15	338.15
52	1	762.23	-3.2159	0	303.15	338.15
1	53	31.15	0.9618	0	300.39	363.15
53	1	435.36	-1.6469	0	300.39	363.15
1	54	1178.99	-1.0258	0	298.14	398.2
54	1	656.12	-1.3615	0	298.14	398.2
1	55	34.57	-0.5165	0.0040991	273.1	440.54
55	1	167.3	-0.4946	-0.0016198	273.1	440.54
1	56	203.22	1.7137	0	288.15	545.11
56	1	663.27	-1.9942	0	288.15	545.11
1	57	309.8	0.7668	0	298.14	439.51
57	1	15.39	0.1534	0	298.14	439.51
1	59	107.57	0	0	288.15	538.16
59	1	-319.3	0	0	288.15	538.16
1	60	110.77	1.251	0	275.73	473
60	1	405.55	-1.4474	0	275.73	473
1	61	989.36	-3.3719	0.0049126	175	413.12
61	1	624.36	-5.2447	0.008056	175	413.12
1	62	17.26	3.1036	0	298.09	423.15
62	1	-1042.35	12.1353	0	298.09	423.15
1	64	-403.33	0	0	293.15	368.23
64	1	4894.4	0	0	293.15	368.23
1	65	926.48	0	0	303.14	323.14
65	1	31.72	0	0	303.14	323.14
1	75	232.17	0	0	293.14	484.16
75	1	-187.75	0	0	293.14	484.16
1	76	385.6	0	0	293.14	472.85
76	1	-51.98	0	0	293.14	472.85
1	77	-17.57	0	0	298.14	403.15
77	1	167.46	0	0	298.14	403.15
1	78	358.68	0	0	283.15	343.15
78	1	-38.18	0	0	283.15	343.15
1	79	-337.56	0	0	298.15	343.15
79	1	-197.25	0	0	298.15	343.15
1	80	-223.3	0	0	253.2	308.13
80	1	84.22	0	0	253.2	308.13
1	81	-980.5	0	0	291.15	443.84
81	1	-15.89	0	0	291.15	443.84
1	82	498.75	0.6562	0	293.14	383.73
82	1	-253.86	1.2476	0	293.14	383.73
1	83	338.61	0	0	294.49	475.87
83	1	312	0	0	294.49	475.87
1	86	58.22	0	0	298.15	393.72
86	1	-61.98	0	0	298.15	393.72
1	92	441.89	-0.1639	0	293.15	403.65
92	1	522.11	0.7502	0	293.15	403.65
1	94	800.97	0	0	298.15	643.51
94	1	-219.04	0	0	298.15	643.51
1	95	91.36	-0.4614	0	293.15	446.61
95	1	48.71	-0.3481	0	293.15	446.61
1	96	-3.79	3.3144	0	298.09	493
96	1	83.83	-1.0238	0	298.09	493
2	3	-116.5	0.2659	0	279.99	363.13
3	2	146.29	-0.3015	0	279.99	363.13
2	4	2032.33	-4.9773	0	249.93	414.6
4	2	0.25	-0.2521	0	249.93	414.6
2	5	2529.96	-5.9572	0.0048653	249.84	421.21
5	2	1433.2	-6.2819	0.0075645	249.84	421.21
2	6	-670.14	16.5414	-0.032479	249.98	373.15
6	2	26.12	-0.2668	-0.00027287	249.98	373.15
2	7	615.44	-1.1646	0	262.15	410.63
7	2	38.11	0.9518	0	262.15	410.63
2	8	4260.72	0.2571	0	289.98	462.25
8	2	1406.01	-2.8678	0	289.98	462.25
2	9	330.13	0.3412	0	273.1	392.75
9	2	221.24	-1.0604	0	273.1	392.75
2	10	496.71	0.4187	0	293.15	373.17
10	2	228.7	0.186	0	293.15	373.17
2	11	284.78	-0.7037	0	278.15	397.22
11	2	77.02	0.1425	0	278.15	397.22
2	12	-29.63	0.8242	0	214.2	363.15
12	2	322.48	-1.0911	0	214.2	363.15
2	13	-42.31	-0.0428	0	273.15	369.31
13	2	193.05	-0.1982	0	273.15	369.31
2	14	1953.46	-7.0768	0.012222	333.12	361.19
