1	2	189.66	-0.2723	0
1	3	114.2	0.0933	0
1	4	7.339	-0.4538	0
1	5	2777	-4.674	0.001551
1	6	2409.4	-3.0099	0
1	7	1391.3	-3.6156	0.001144
1	8	1381	-0.9977	0
1	9	433.6	0.1473	0
1	10	875.85	0	0
1	11	98.656	1.9294	-0.003133
1	12	508.4	-0.6215	0
1	13	233.1	-0.3155	0
1	14	-164.04	4.9683	-0.01025
1	15	350.58	0.0667	0
1	16	-175.7	1.857	0
1	17	958.74	-0.1484	0
1	18	1802.3	-17.171	0.036
1	19	593.07	0.7335	0
1	20	1182.2	-3.2647	0.009198
1	21	401	-0.7277	0
1	22	-233.66	1.2561	0
1	23	-653.74	4.5311	-0.008735
1	24	267.51	-1.7109	0.003388
1	25	-1385	15.89	-0.04831
1	26	2345	-13.2	0.02156
1	27	2383	-2.693	0
1	28	24.33	1.521	0
1	29	465.9	-0.8557	0
1	30	577.7	0.9384	0
1	31	897.7	0	0
1	32	559.9	-0.3564	0
1	33	527.7	-0.499	0
1	34	477.5	-0.6581	0
1	35	-547.5	3.457	0
1	36	1662	0	0
1	37	334.5	0.0091	0
1	38	468.5	-1.042	0
1	39	406.2	0.6525	0
1	40	342	-1.679	0
1	41	1312	-3.643	0
1	42	-117.1	0.5481	-0.00098
1	43	79.507	0.7089	-0.002098
1	44	1935.7	0	0
1	45	164.25	-0.2683	0
1	46	677.32	-2.0066	0
1	47	3150.8604	-3.1003	0
1	48	1529.5217	-6.2025	0.009754
1	49	-923.28	7.8096	-0.00881
1	52	24.4317	0.2915	0
1	53	269.6733	0	0
1	55	407.4698	-0.2037	-0.000159
1	56	1058.31	-1.1856	0
1	61	860.51	-1.96	0
1	84	70.38	0.24511	0
1	85	1260.0195	-4.55446	0.0067607
1	87	283.8202	-3.9547	0.0103753
1	89	360.8016	2.05302	-0.0166992
1	90	656.528	-4.2237	0.0074475
1	91	1094.3033	-1.11888	0
1	93	468.4	-2.5567	0
1	98	1859.3741	4.06308	0
1	99	4041.4793	-3.90698	-0.0254482
2	1	-95.418	0.0617	0
2	3	174.1	-0.5886	0
2	4	117.3	-0.8552	0
2	5	2649	-6.508	0.004822
2	6	-628.07	10	-0.01497
2	7	778.3	0.1482	0
2	8	1207	-1.955	0
2	9	179.8	0.6991	0
2	10	476.25	0	0
2	11	980.74	-2.4224	0
2	12	309.8	0	0
2	13	733.3	-2.509	0
2	14	1857	-8.653	0.01088
2	15	224.8	0	0
2	16	165.3	0	0
2	17	2800	-10.72	0.01339
2	18	13.502	0	0
2	19	634.85	0	0
2	20	-2026.1	8.1549	0
2	21	498.9	-1.487	0
2	22	-44.958	0	0
2	23	-204.51	0	0
2	24	616.62	-2.1164	0
2	25	-56.69	9.805	0
2	26	417.6	0.0873	0
2	28	46.06	1.545	0
2	30	470.4	0	0
2	33	-19.82	0.5941	0
2	34	642.27	-3.8641	0.0055
2	35	-174.6	1.96	0
2	36	179.7	0	0
2	37	967.9	-0.0386	0
2	38	141.1	-0.3025	0
2	39	388.4	0	0
2	41	-339.8	1.297	0
2	42	2.406	-0.1882	0
2	43	-322.1	-0.2037	0.004517
2	45	389.28	0	0
2	46	491.23	-1.8285	0
2	47	673.2267	1.9523	0
2	48	249.18	0	0
2	49	1171.3	3.9213	0
2	52	-86.2315	0	0
2	53	9.3895	0	0
2	55	-456.082	2.4334	0
2	56	775.56	0	0
2	61	324.32	0	0
2	84	-44.3408	-0.65212	0
2	85	566.2915	-0.14057	0
2	87	-92.7302	-0.25088	0
2	89	1230.7809	0.17033	0.0141503
2	90	1625.9094	-2.40107	0
2	91	2979.9734	4.82369	-0.0272505
2	93	-740.24	0	0
2	98	2487.6321	-3.28182	0
2	99	-2399.7383	-0.27451	0.0329518
3	1	16.07	-0.2998	0
3	2	-157.2	0.6166	0
3	4	139.2	-0.65	0
3	5	3972	-13.16	0.01208
3	6	1604.3	-2.0299	0
3	7	792	-1.726	0
3	8	1356	-2.118	0
3	9	146.2	-1.237	0.004237
3	10	-365.5	1.874	0
3	11	-274.54	0.9149	0
3	12	170.5	-0.0239	0
3	13	-87.08	-0.1859	0
3	14	2036	-8.729	0.008138
