1	2	189.66	-0.2723	0
2	1	-95.418	0.0617	0
1	3	114.2	0.0933	0
3	1	16.07	-0.2998	0
1	4	7.339	-0.4538	0
4	1	47.2	0.3575	0
1	5	2777	-4.674	0.001551
5	1	1606	-4.746	0.0009181
1	6	2409.4001	-3.0099	0
6	1	82.593	-0.4857	0
1	7	1391.3	-3.6156	0.001144
7	1	-17.253	0.8389	0.0009021
1	8	1381	-0.9977	0
8	1	1987	-4.615	0
1	9	433.6	0.1473	0
9	1	199	-0.8709	0
1	10	875.85	0	0
10	1	256.21	0	0
1	11	98.656	1.9294	-0.0031331
11	1	632.22	-3.3912	0.0039282
1	12	508.4	-0.6215	0
12	1	238.5	-0.5358	0
1	13	233.1	-0.3155	0
13	1	-9.654	-0.0324	0
1	14	-164.04	4.9683	-0.010252
14	1	326.04	-2.6348	0.0033576
1	15	350.58	0.0667	0
15	1	207.26	-1.0916	0
1	16	-175.7	1.857	0
16	1	205.65	-1.4436	0
1	17	958.74	-0.1484	0
17	1	2257.3	-5.6676	0
1	18	1802.3	-17.171	0.036
18	1	-436.15	3.4225	-0.0087
1	19	593.07	0.7335	0
19	1	293.81	-1.3979	0
1	20	1182.2001	-3.2647	0.009198
20	1	2017.7001	-9.0933	0.010238
1	21	401	-0.7277	0
21	1	-65.685	0.0741	0
1	22	-233.66	1.2561	0
22	1	311.55	-1.1856	0
1	23	-653.74	4.5311	-0.008735
23	1	1302.6	-8.427	0.014417
1	24	267.51	-1.7109	0.003388
24	1	-148.07	1.0927	-0.002416
1	25	-1385	15.89	-0.04831
25	1	3264	-20.84	0.03317
1	26	2345	-13.2	0.02156
26	1	-396.5	3.092	-0.006266
1	27	2383	-2.693	0
27	1	1744	-4.082	0
1	28	24.33	1.521	0
28	1	72.12	-1.126	0
1	29	465.9	-0.8557	0
29	1	-59.9	-0.0083	0
1	30	577.7	0.9384	0
30	1	210.5	-1.081	0
1	31	897.7	0	0
31	1	28.17	0	0
1	32	559.9	-0.3564	0
32	1	166	-0.7116	0
1	33	527.7	-0.499	0
33	1	-62.08	-0.3658	0
1	34	477.5	-0.6581	0
34	1	-22.04	-0.1018	0
1	35	-547.5	3.457	0
35	1	477.1	-2.175	0
1	36	1662	0	0
36	1	-291.9	0	0
1	37	334.5	0.0091	0
37	1	3.202	-0.6894	0
1	38	468.5	-1.042	0
38	1	-160.3	-0.0108	0
1	39	406.2	0.6525	0
39	1	151	-0.9023	0
1	40	342	-1.679	0
40	1	-484.3	2.467	0
1	41	1312	-3.643	0
41	1	-314.6	1.287	0
1	42	-117.1	0.5481	-0.00098
42	1	170.9	-0.8062	0.001291
